"location_clean","Latitude","Longitude"
"Jalkot, Pakistan",35.0729732,72.8693976
"Tezpur, India",26.6169571,92.7650072
"Largs, England",52.1814012,0.2214248
"Indapur, India",18.1125305,74.9238654
"Korat ,Thailand",14.9747339,102.0981161
"Skilak Lake, Alaska",60.4286694,-150.3746846
"Parintins, Brazil",-2.6344567,-56.7319324
"Kathmandu, Nepal",27.708317,85.3205817
"Orleans, Ontario, Canada",45.4068372,-75.5274568
"Guatemala City, Guatemala",14.6416142,-90.5132836
"Asbury Park, New Jersey",40.2203907,-74.0120817
"Kano, Nigeria",11.9939978,8.5219738
"Grand Canyon, Arizona",36.0980405,-112.0962787
"Near Flat Rock, Michigan",NA,NA
"Near Brows Mills, New Jersey",NA,NA
"Rio Cuarto, Argentina",-33.1237585,-64.3489782
"Thazi, Burma",20.7813931,96.2534092
"Cold Bay, Alaska",55.2071632,-162.7146533
"Amman, Jordan",31.9515694,35.9239625
"Bartlesville, Oklahoma",36.7509272,-95.9771779
"Off Land's End, England",NA,NA
"Over the PacifiOcean",NA,NA
"Blackbushe, England",51.8771584,0.1781076
"Hommelfjell, Norway",NA,NA
"Puerto Somoza, Nicaragua",NA,NA
"El Rucio Mountain, Colombia",NA,NA
"Near Eglisau, Switzerland",NA,NA
"Caracas, Venezuela",10.5060934,-66.9146008
"Caqueta, Colombia",1.1153385,-74.1056838
"Near Chilliwack, British Columbia, Canada",NA,NA
"Dannemois, France",48.4538873,2.4778402
"Grub, Germany",50.5500693,10.6329157
"Mt. Giner, Italy",NA,NA
"Dhahran, Saudi Arabia",26.2966528,50.1202146
"Owasso, Oklahoma",36.2659698,-95.8548557
"Near Buenos Aires, Argentina",NA,NA
"Ometepe Island, Nicaragua",11.4983864,-85.62554
"Near Sunland, California",NA,NA
"Kimpo Air Base, South Korea",NA,NA
"Blyn, Washington",48.0216921,-123.0057095
"Drayton, England",52.0727328,-1.375292
"El Soldado, Colombia",NA,NA
"Manchester, England",53.4794892,-2.2451148
"Near Cebu, Philippines",NA,NA
"Near Sayari, Bolivia",NA,NA
"Over the North PacifiOcean",NA,NA
"Bage, Brazil",-31.3314264,-54.1062808
"Anchieta Island, Brazil",-23.5435611,-45.0633132
"Merida, Mexico",20.9670759,-89.6237402
"Near El Quweira, Jordan",NA,NA
"Jirkouk, Iraq",NA,NA
"Blackbushe, Hants, England",NA,NA
"Santoshpur, India",22.5240566,88.2710655
"Barajas, Madrid, Spain",40.4733176,-3.5798446
"Near San Carlos de Bariloche, Argentina",NA,NA
"Narsarressuak, Greenland",NA,NA
"Bodensee, Switzerland",47.5154086,9.5056956
"Near Clarksburg, Maryland",NA,NA
"Port Hardy, BC, Canada",50.7244402,-127.4976081
"Bay of Bengal, Pakistan",NA,NA
"Near Biak, Indonesia",NA,NA
"Daggett, California",34.858153,-116.8430381
"Near Issoudun, Quebec, Canada",NA,NA
"Assam, India",26.4073841,93.2551303
"Niquitao, Venezuela",9.1110524,-70.4032724
"New Bedford, Massachusett",NA,NA
"Montevideo,  Uruguay",-34.9058916,-56.1913095
"Beirut, Lebanon",33.8892265,35.5025585
"Belfast, Ireland",54.5975805,-5.9277097
"Madrid, Spain",40.416782,-3.703507
"Near Campeche, Mexico",NA,NA
"Bristol, England",51.4538022,-2.5972985
"900 miles E of Honolulu, Hawaii, PacifiOcean",NA,NA
"Near Palma de Mallorca, Spain",NA,NA
"Chessell Down Hants, England",NA,NA
"Christchurch, New Zealand",-43.530955,172.6364343
"Bolivar, Argentina",-34.6097193,-58.374119
"Jeannine Lake, Quebec, Canada",NA,NA
"Ozamis City, Philippines",8.3827858,123.837904
"Stansted, England",51.8869652,0.2441929
"Off Oahu, Hawaii",NA,NA
"Near La Paz, Bolivia",-16.4446393,-67.7952933
"Norwalk, California",33.9092802,-118.0849169
"Munich, Germany",48.1371079,11.5753822
"Motu Taoru, France",-16.7459318,-151.4237575
"Off Corvo Island, Azores",NA,NA
"Horwich, Lancs, England",53.6010572,-2.556926
"Off Ryukyu Islands, Okinawa",NA,NA
"Menzalah Lake, Egypt",NA,NA
"Grants, New Mexico",35.14726,-107.851446
"Near Kathmandu, Nepal",27.7019771,85.3510111
"Bridgeport, Texas",33.2101155,-97.7547552
"Quito, Ecuador",-0.2201641,-78.5123274
"Freeland, Michigan",43.5250265,-84.1227598
"Mt. Illiniza, Ecuador",-0.3333476,-78.4549425
"Off Castell de Fels, Spain",NA,NA
"Near Sloan, 10 miles SW of Las Vegas, Nevada",NA,NA
"Near Casablanca, Morocco",33.5352777,-7.7323353
"Brunswick, Maryland",39.3131621,-77.6281858
"Gurgaon, India",28.4646148,77.0299194
"SW of Algiers, Algeria",NA,NA
"Manila, Philippines",14.5904492,120.9803621
"Near Guadalajara, Mexico",NA,NA
"Martinsburg, West Virginia",39.4562528,-77.9639604
"Curitiba, Brazil",-25.4944375,-49.284271
"Mohanbari, India",27.7385042,75.3292608
"Near Chicopee Falls, Massachusetts",NA,NA
"Dhaka, Baangladesh",NA,NA
"Benghazi, Libya",32.1200168,20.0812174
"Sakiya Saugye, Japan",NA,NA
"Maraso Bay, Brazil",NA,NA
"North AtlantiOcean, 100 miles W of Galway Bay, Ireland",NA,NA
"Nantucket, Massachusett",NA,NA
"Near Chita, Russia",NA,NA
"Sasnashen, Russia",NA,NA
"Off Guam",NA,NA
"Campina Grande, Brazil",-7.2246743,-35.8771292
"Near Fairchild AFB, Washington DC",NA,NA
"Mount Oyama, Japan",35.3628384,138.7307677
"Triel, France",45.6664399,5.5506167
"Payette, Idaho",44.0374651,-116.7651123
"Mt. Alto del Cedro, Venezuela",NA,NA
"Villa Montes, Bolivia",-21.2589001,-63.4722606
"Near Kanash, Russia",NA,NA
"Placentia Bay, Canada",47.1201319,-54.5811672
"Anzio, Italy",41.4471008,12.6285618
"Nipe Bay, Cuba",NA,NA
"Near Roccatamburo di Poggiodomo, Italy",NA,NA
"Fort Collins, Colorado",40.5871782,-105.0770113
"Guadarrama Mountains, Spain",NA,NA
"Winkton, England",50.7641387,-1.7720991
"Salisbury, Zimbabwe",-17.831773,31.045686
"Near Tippi, Ethiopia",NA,NA
"Mt. Pena Blanca, Guatemala",14.7654948,-91.1537162
"Mt. Holston, Tennessee",36.4645476,-82.1994913
"Panther Peak, California",36.5832769,-118.7156531
"Off Mar del Plata, Argentina",NA,NA
"Near Merida, Venezuela",NA,NA
"Dabouk, Jordan",NA,NA
"Brindisi, Italy",40.6358599,17.6884975
"Kerrville, Texas",30.048469,-99.1399464
"Mason City, Iowa",43.1524574,-93.2017941
"La Guardia Airport, New York, NY",40.7757145,-73.873364
"Gatwick, Surrey, England",51.1970901,-0.6943123
"Belen, Chile",-33.4043252,-70.5579058
"Managua, Nicaragua",12.1547116,-86.273725
"Tobu, India",26.3509982,94.9684225
"Mahon, Spain",39.8894922,4.2662071
"Near Banga, Central African Republic",NA,NA
"Near Silchar, India",NA,NA
"Alma, Georgia",31.5393701,-82.4623557
"Puerto Kino, Mexico",19.3689858,-99.2337568
"Van, Turkey",38.3249599,43.6589825
"Valdemeca, Spain",40.2241115,-1.7433762
"Mallorca, Spain",39.613432,2.8829185
"Charleston, West Virginia",38.3505995,-81.6332812
"Chase, Maryland",39.3634413,-76.3710704
"Near Toumavista, Peru",NA,NA
"Off Mar del Plata, Aregntina",NA,NA
"Moro, Peru",-9.1388841,-78.1830024
"Nicaragua",12.3506436,-85.7841006
"Cerros Baco, Peru",NA,NA
"Near Varese, Lombardia, 20 miles NW of Milan, Italy",NA,NA
"Ishikawa City, Ryukyu Island, Okinawa",NA,NA
"Sagone, India",NA,NA
"Calverton, New York",40.9117907,-72.7709709
"Near Barcelona, Spain",41.4015643,2.1746865
"Abilene, Texas",32.44645,-99.7475905
"Poza Rica, Mexico",20.5320852,-97.4536355
"Near Tegucigalpa, Honduras",NA,NA
"Great Sitkin Island, Alaska",52.042175,-176.1021045
"Buffalo, Texas",31.4634891,-96.0641283
"Santa Maria, California",34.9531295,-120.435857
"Athens, Greece",37.9755648,23.7348324
"Waynesborough, Virginia",NA,NA
"St. Cleophas, Quebec, Canada",48.4922701,-67.7436256
"Gulf of Mexico",25.2834459,-89.9066163
"Lvov, Ukraine, USSR",NA,NA
"Willamsport, Pennsylvania",NA,NA
"Off Cartagena, Colombia",NA,NA
"Near Tashkent, Uzbekistan, USSR",NA,NA
"Ketchikan, Alaska",55.3430696,-131.6466819
"Rid de Janeiro, Brazil",NA,NA
"Palembang, Indonesia",-2.9888243,104.7568507
"Near San Jose de Chiquitos, Bolivia",NA,NA
"Taksing, India",28.4345031,93.2038913
"Wilmington/Bolivia, North Carolina",NA,NA
"Gulf of Sirte",31.2928312,18.0454108
"Charles City, Virginia",37.3705777,-77.0605098
"Near Semipalatinsk, USSR",NA,NA
"Montego Bay, Jamacia",NA,NA
"Off Bathurst Island, Australia",NA,NA
"Laguna de Huana-Costa , Boliva",NA,NA
"El Refugio, Colombia",3.3969142,-76.5501917
"Near Tokyo, Japan",35.7280631,139.1910213
"Near Cannelton, 10 mile SE of Tell City, Indiana",NA,NA
"Cordoba, Colombia",8.3344713,-75.6666238
"Siuna, Nicaragua",13.6423528,-84.9408042
"Pelotas, Brazil",-31.7699736,-52.3410161
"Taipei ,Taiwan",25.0375198,121.5636796
"Hickory, North Carolina",35.7333312,-81.3442915
"Bunia, Belgian Congo",1.5620529,30.2478844
"Near Calabozo, Venezuela",NA,NA
"Jebel Marra, Sudan",13.166667,24.366667
"Near Salto, Uruguay",NA,NA
"El Sosneado, Argentina",-35.0788526,-69.5677277
"Off  Mackay, Qld. Australia",-21.1212878,149.182581
"Mt. Gilbert, Alaska",54.2512048,-165.6605409
"Off Barnegat City, New Jersey",NA,NA
"Persian Gulf",27.2381259,51.1972311
"Near Quito, Ecuador",NA,NA
"Off Manila, Philippines",14.5713643,121.0187699
"Near Jima, Ethiopia",NA,NA
"Near Goma, Zaire",NA,NA
"Forest Park, Illinois",41.8794989,-87.8136997
"Near Rimini, Italy",NA,NA
"Near Tipuani, Bolivia",NA,NA
"Kiev, Ukraine, USSR",NA,NA
"Near El Kelaa, Morocco",NA,NA
"Off Heraklion, Greece",NA,NA
"Agana, Guam, Mariana Islands",NA,NA
"Off Naha, Okinawa",26.2015743,127.6960131
"Near Juchetipec, Mexico",NA,NA
"Boston, Massachusett",NA,NA
"Elba, Italy",42.7902379,10.3402239
"Plain City, Utah",41.2982819,-112.0795161
"Ust-Orda, Russia",52.8052218,104.7534712
"Near Missoula, Montana",NA,NA
"Toledo, Ohio",41.6529143,-83.5378173
"Bhairawa, Nepal",27.512726,83.453148
"Cachimbo, Brazil",-5.90883,-44.302785
"San Andres de Giles, Argentina",-34.4423682,-59.4475148
"Llico, Chile",-37.1981493,-73.5648656
"Stah, Algeria",34.8335854,7.4997884
"Staten Island / Brooklyn, New York",40.578352,-74.1689156
"Munich, West Germany",48.154141,11.5562484
"Cebu City, Philippines",10.2934946,123.9018183
"Ruzyne, Czechoslovakia",NA,NA
"Koivulahti, Finland",63.1601789,21.8371083
"New York, New York (Idlewild)",40.6863955,-73.9935123
"Midway Island Naval Air Station",NA,NA
"Mt. Burangrang, Indonesia",-6.9286105,107.6179438
"Off Argentia, Azores",NA,NA
"Off Montauk Point, New York",NA,NA
"Off Surabaya, Indonesia",NA,NA
"Near Brussels, Belgium",50.8453219,4.368987
"Near Natal, Brazil",NA,NA
"Russelbach, East Germany",NA,NA
"Singapore",1.357107,103.8194992
"Near Kano, Nigeria",NA,NA
"Odessa, Ukraine, USSR",NA,NA
"Near Azul, Argentina",NA,NA
"Shemya, Alaska",52.7227455,174.1003202
"Sola, Norway",58.8820822,5.3562542
"Near Pha Khao, Laos",NA,NA
"Sondreströmfjord, Greenland",NA,NA
"Near Hinsdale, Illinois",NA,NA
"Near Sendafar, Ethiopia",NA,NA
"Cerro del Aernal, Costa Rica",NA,NA
"Near Rabat, Morrocco",NA,NA
"Ndola, Zambia",-12.9693056,28.6365894
"Mt. Canigou, France",43.6612896,1.3740774
"El Adem, Libya",NA,NA
"Les Prevosts, Guernsey",49.4467422,-2.6024065
"Near Recife, Brazil",-7.5640719,-35.000327
"Near Richmond, Virginia",37.6119797,-77.5218758
"Off Puerto Rico",18.1173723,-65.9894149
"Campinas, Brazil",-22.9056391,-47.059564
"Sao Tomé",0.3389242,6.7313031
"Sydney, NSW, Australia",-33.8698439,151.2082848
"Chievres, Belgium",50.5699999,3.7793462
"Old Harbor, Kodiak Island, Alaska",57.2028038,-153.305651
"Caranavi ,Bolivia",-15.6946194,-67.3920699
"Batataevka, USSR",NA,NA
"Near Tino Maria, Peru",NA,NA
"Portlamar, Margarita Island, Venezuela",NA,NA
"Municipio de Marulanda, Colombia",5.2832747,-75.2600526
"Jamaica Bay, New York, New York",40.6039936,-73.8354124
"Douala, Cameroon",4.0429389,9.7062018
"Near Seymour, South Africa",NA,NA
"Mt. Medetsiz, Turkey",38.1335101,37.1526369
"Near Alencon, France",NA,NA
"Adak, Alaska",51.8736127,-176.639032
"Western PacifiOcean, Philippine Sea",NA,NA
"Algeria",28.0000272,2.9999825
"Near Villavicencio, Colombia",NA,NA
"Serrania del Baudo, Colombia",NA,NA
"Near Camona, Spain",NA,NA
"Near Portsmouth, England",50.8019824,-1.0882773
"Near Mong Pa Liao, Burma",NA,NA
"Vitoria, Brazil",-20.3200917,-40.3376682
"Godthaab, Greenland",NA,NA
"Near Nairobi, Kenya",-1.2950548,36.8067416
"Near Markt Schwaben, West Germany",NA,NA
"Near Unionville, Missouri",NA,NA
"Villeneuve-le-Roi, Val-de-Marne, France",48.7350308,2.4077003
"Sofia, Bulgaria",42.6977028,23.3217359
"Basse-Terre, Guadaloupe, West Indies",NA,NA
"Near Adler, Russia",NA,NA
"Near Krasnoyarsk, USSR",NA,NA
"Near Junnar, Maharashtra, India",19.1222214,73.9729814
"Off Brindisi, Italy",40.6353118,17.9414463
"Near Lahore, Pakistan",31.4941834,74.3960412
"Loheshyphn, India",NA,NA
"Near Bangkok, Thailand",NA,NA
"Honolulu, Hawaii",21.304547,-157.855676
"Coulommiers, France",48.8121301,3.0843818
"Berranca Bermeja, Colombia",NA,NA
"Cerro Puena Paz, Peru",NA,NA
"Near Khabarovsk, USSR",NA,NA
"Yanoyaki, Japan",NA,NA
"Near Lake Milton, Ohio",NA,NA
"Brno, Czechoslovakia",NA,NA
"Near Milan, Washington",NA,NA
"Near Alcoche, Bolivia",NA,NA
"Sela, India",27.5035642,92.1044346
"Spt-Îles, Quebec, Canada",NA,NA
"Acapulco, Mexico",16.8680495,-99.8940182
"Near Tourane, South Vietnam",NA,NA
"Near Nagoya, Japan",NA,NA
"Ellicott, Maryland",39.2757359,-76.8317417
"Sao Tomé & Principe",0.3264119,6.7300945
"Paraibuna, Brazil",-23.3864203,-45.6626797
"Lima, Peru",-12.0459808,-77.0305912
"Barranca Bermeja, Colombia",NA,NA
"Warsaw, Poland",52.2319581,21.0067249
"Kadena AB, Okinawa",26.3617602,127.7554216
"Near Brasilia, Brazil",-15.765044,-47.8323556
"Rotterdam, The Netherlands",51.9244424,4.47775
"Monte Renosa, Corsica, France",NA,NA
"Grand Isle, Louisana",NA,NA
"Barter Island, Alaska",70.1115225,-143.6596314
"Great Salt Lake, Utah",41.1674699,-112.5836575
"Kotzebue, Alaska",66.8982057,-162.5977621
"Off Patuxent River, Maryland",NA,NA
"Syktyvkar ,Russia",61.6685237,50.8352024
"Near Miami, Florida",NA,NA
"Near Davao City, Philippines",NA,NA
"Camden, Tennesee",NA,NA
"Near Karai, Iran",NA,NA
"Near Charana, Bolivia",NA,NA
"Monte Matto, Italy",45.8556421,10.3976599
"Misaki Mountain, Japan",NA,NA
"Angelholm, Sweden",56.2429224,12.8619375
"Near Sora, Italy",NA,NA
"Near Buca, Cameroon",NA,NA
"Near Ayayda, Egypt",NA,NA
"PacifiOcean, 116 miles WSW of Annette Island, Alaska",NA,NA
"Sama, India",30.1608611,79.0076744
"Yunnan, Burma",20.8105287,97.4544056
"Bekkessamson, Romainia",NA,NA
"Near Aysen, Chile",NA,NA
"Nar Augustdorf, West Germany",NA,NA
"Detmold, Germany",51.936284,8.8791526
"Passo Fundo, Brazil",-28.2550598,-52.3966606
"Rochester, New York",43.157285,-77.615214
"Mt. Ngatamahinerua, New Zealand",NA,NA
"Near Irkutsk, Russia",51.5478516,104.061813
"Farafangana, Madagascar",-22.8217524,47.8307127
"Pak Tha, Laos",19.995933,100.6394476
"Off Bandra, Maharashtra, India",NA,NA
"Wemmershoek Mountains, South Africa",NA,NA
"Near Great Falls, Montana",NA,NA
"Hachijo-Jima Island, Japan",33.1024935,139.8076939
"Near Leningrad , Russia",59.7415225,29.4275436
"Durrenasch, Aargau, Switzerland",47.3215135,8.1571142
"Near Patti, India",NA,NA
"Off Dover, Deleware",NA,NA
"Near Marseilles, France",NA,NA
"Jamaica, New York",40.6987631,-73.8088251
"Near Aswan, Egypt",NA,NA
"Hayes Island, Russia",80.5791612,57.6368464
"Near Tisbury, England",NA,NA
"Mariehamn, Aaland Island, Finland",NA,NA
"Ste. Therese de Blainville, Canada",45.6442326,-73.8466789
"Near Nederland, Colorado",NA,NA
"Elkton, Maryland",39.6065073,-75.8330934
"Gazni, Afghanistan",33.5448968,68.4132108
"Los Angeles, California",34.0536909,-118.242766
"Zarate, Argentina",-34.0954713,-59.0245097
"Prescott, Arizona",34.539984,-112.468812
"Near Ankara, Turkey",38.3626315,33.9994624
"Gainsville, Florida",29.6194176,-82.3601179
"Yacuiba, Bolivia",-22.0136831,-63.6781103
"Freeport, Bahamas",26.535681,-78.6953623
"Detroit, Michigan",42.3315509,-83.0466403
"Banihal Pass, India",NA,NA
"Marawi, Philippines",8.0047262,124.2854351
"Barrackpore, India",22.7641623,88.3776088
"Near Forsyth, Montana",NA,NA
"Lake Pontchartrain, New Orleans, Louisiana",30.0321462,-90.0575717
"Oita, Japan",33.2393864,131.6096524
"Near Innsbruck, Austria",NA,NA
"Near Zephyr Cove, Nevada",NA,NA
"Near Chicago Illinois",41.8999648,-87.6345914
"Boston, Massachutes",NA,NA
"Near Danbury, North Carolina",NA,NA
"Mt. Vesuvius, Italy",40.8213963,14.4261967
"Hargeisa, Somalia",9.561733,44.061803
"Dahran, Saudi Arabia",26.2966528,50.1202146
"Elim, Alaska",64.6178042,-162.2624238
"San Ramon, California",37.7648021,-121.9544387
"Cerro El Gaital, Panama",NA,NA
"Papanga, Philippines",NA,NA
"Sibuco Point ,Philippines",NA,NA
"Mason, Texas",30.705029,-99.2233284
"Southhampton, Massachusetts",NA,NA
"Taichung, Taiwan",24.163162,120.6478282
"Off Palma de Mallorca, Spain",NA,NA
"Martinsville, Virginia",36.6915262,-79.8725386
"Knoxville, Tennessee",35.9603948,-83.9210261
"Parrottsville, Tennesee",NA,NA
"Reno, Nevada",39.5261788,-119.812658
"Near Nashville, Tennesee",NA,NA
"Willow, Alaska",61.8050465,-149.7367793
"East Falmouth, Massachusetts",41.5786678,-70.5587024
"Near Tipuani (Bolivia",NA,NA
"Island of Sakhalin, Russia",NA,NA
"Pico da Caledonia, Brazil",-22.3535326,-42.58707
"Near Vaong Nong, Thailand",NA,NA
"Near Condoto, Colombia",NA,NA
"Near Trevelez, Granada, Spain",NA,NA
"Addis Ababa, Ethiopia",9.0358287,38.7524127
"Near Sibiu, Romania",45.677684,23.9957777
"Crown King, Arizona",34.2055857,-112.3384991
"Near Belgrade, Yugoslavia",NA,NA
"Branson, Colorado",37.0175227,-103.884408
"Las Vegas, Nevada",36.1674263,-115.1484131
"Off Argentia, Newfoundland, Canada",NA,NA
"Bao Trai, Vietnam",20.9889169,105.8002763
"Fayetteville, Arkansas",36.0625843,-94.1574328
"Tripuani, Bolivia",NA,NA
"Near Da Nang, South Vietnam",NA,NA
"Near Kaliba, Philippines",NA,NA
"Yurimaguas, Peru",-5.8951672,-76.1046533
"Near San Francisco, California",37.7994284,-122.4416326
"Near Turrialba, Costa Rica",NA,NA
"Kla City, Oklohoma",NA,NA
"Fairbanks, Alaska",64.837845,-147.716675
"Wichita, Kansas",37.6922361,-97.3375448
"Near Durango, Mexico",NA,NA
"Mt. Helmos. Greece",NA,NA
"Garoua, Cameroon",9.3070698,13.3934527
"San Jose Volcano, Chile",NA,NA
"Off Jones Beach, New York, New York",NA,NA
"Mt. Nakanoone, Japan",NA,NA
"South Beach, New York",40.5903825,-74.0668076
"Fort Smith AFB, Oklahoma",NA,NA
"Libmanan, Philippines",13.6960365,123.0612123
"Kuybyshev,  Russia",55.4454258,78.3222294
"Musquodoboit, Canada",45.0257457,-63.1618381
"Sugar Loaf Mountain, Colombia",NA,NA
"Lowery Pass, Pakistan",NA,NA
"Off Tangiers, Morocco",NA,NA
"Bellfontaine, Ohio",40.3607777,-83.7596504
"Near Damascus, Syria",NA,NA
"Jersey, UK",51.6296367,-3.8629818
"Johnstown, Pennsylvania",40.3267407,-78.9219698
"Near Seattle, Washington",NA,NA
"Near Colombus, Georgia",NA,NA
"Near Santa Ana, California",NA,NA
"Near Patian, Pakistan",NA,NA
"Near Oxford, England",53.4736096,-2.2393175
"Dog Creek, British Columbia, Canada",51.583333,-122.25
"Off Nantucket, Massachusetts",NA,NA
"St. Thomas, Virgin Islands",18.3429082,-64.9188997
"Off Choushi, Japan",NA,NA
"Near Libacao, Philippines",NA,NA
"Panama City, Panama",8.9714493,-79.5341802
"Near Cuiaba, Brazil",NA,NA
"Lake Michigan, near Chicago, Illinois",41.8911044,-87.6060944
"Jeuk, Belgium",50.7344256,5.2095342
"Lake Tustumena, Alaska",60.1671081,-150.8335915
"Near La Carlota, Phillipines",NA,NA
"Gore, Ethiopia",8.1525979,35.5371154
"Near Pastaza, Ecuador",NA,NA
"Quang Ngai, South Vietnam",14.4698295,109.0040262
"Montserrat, Antigua",-34.6091647,-58.3711512
"Santiago, Chili",-33.4377756,-70.6504502
"Bucaramanga, Colombia",7.1669842,-73.1047294
"Near Hanoi, Vietnam",21.0190151,105.8012974
"Near Manila, Philippines",14.5362681,120.9968464
"Obock, French Somaliland",NA,NA
"Off Northern Panama",NA,NA
"Near Boqueron, Colombia",NA,NA
"Cincinnati Airport, near Covington, Kentucky",NA,NA
"Murmansk, Russia",68.970665,33.07497
"Maui, Hawaii",20.8029568,-156.3106833
"Near Palm Springs, California",NA,NA
"Salt Lake City , Utah",40.7596198,-111.886797
"Carmel, New York",41.4266361,-73.6788272
"Cerro el Planchon, Chile",-37.0068109,-71.6179097
"Tenerife, Canary Islands",28.2935785,-16.6214471
"Near Tuy Hoa, South Vietnam",NA,NA
"Kingman, Arizona",35.1895921,-114.0532996
"Legaspi, Philippines",13.1388505,123.7345746
"Redericksburg, Texas",NA,NA
"Near Palembang, Sumarta, Indonesia",NA,NA
"Port-au-Prince, Haiti",18.547327,-72.3395928
"Mont Blanc, French Alps, Switzerland",NA,NA
"Near Binh Khe, South Vietnam",NA,NA
"Erie, Pennsylvania",42.1294712,-80.0852695
"Bremen, Germany",53.0758196,8.8071646
"Tokyo Bay, Japan",35.4700117,139.8477024
"Mattoon, Illinois",39.4842821,-88.3773279
"Delh, India",NA,NA
"Near Milan, Italy",45.4655696,9.1797055
"Hideaway Park, Colorado",39.9203959,-105.7843208
"Near Gotemba City, Mt. Fuji, Japan",NA,NA
"Santa Cruz Island, California",34.0184636,-119.7751009
"Reef Island, Alaska",60.8494683,-146.8302269
"Asuncion, Paraguay",-25.2800459,-57.6343814
"Princeston, West Virginia",NA,NA
"Off San Diego, California",32.8627996,-116.7037807
"Sam Neua, Laos",20.4151514,104.047364
"Near Ardmore, Oklahoma",NA,NA
"Tomas, Peru",-12.2383101,-75.7460249
"Near Di Linh, South Vietnam",NA,NA
"Neah Bay, Washington",48.359173,-124.6108094
"Okinawa, Japan",26.5707754,128.0255901
"Near Columbia City, Indiana",NA,NA
"Montreal, Quebec, Canada",45.5031824,-73.5698065
"Long Beach, Mississippi",30.3504751,-89.1528176
"Ashland, Alabama",33.2737256,-85.8360741
"Sagalyan, Philippines",NA,NA
"Auckland, New Zealand",-36.852095,174.7631803
"Near Munster, Indiana",NA,NA
"Benito, Bolivia",-17.5227602,-65.8945153
"Near Falls City, Nebraska",NA,NA
"Near Acapulco, Mexico",NA,NA
"Anchorage, Alaska",61.2163129,-149.894852
"Hebron, Ohio",39.9617305,-82.4912676
"Puertos Lobos, Argentina",NA,NA
"Near Juneau, Alaska",NA,NA
"Near Ljubljana, Slovenia, Yugoslavia",NA,NA
"Mumbai, Indian",39.6159355,-86.0848063
"Off Puertito de Sausal, Spain",NA,NA
"Winton, Australia",-22.3845163,143.0364812
"Near Wemme, Oregon",NA,NA
"An Khe, Vietnam",14.0223835,108.6950293
"Off Morgan City, Louisiana",NA,NA
"Near Sukhumi, Georgia, USSR",NA,NA
"Dowagiac, Michigan",41.9824681,-86.1088809
"Heflin, Alabama",33.6489948,-85.5874584
"East Nassau, New York",42.5078592,-73.5065006
"Off Chatham, Massachusetts",41.6808327,-69.9532961
"Off Matsuyama, Japan",33.8163835,132.8049616
"Near Dallgow, Germany",NA,NA
"Near New Bern, North Carolina",35.0814647,-77.028906
"Near Aden, Yemen",NA,NA
"Near Bratislava, Czechoslovakia",NA,NA
"Near Siagon, South Vietnam",NA,NA
"Near Pedrera, Brazil",NA,NA
"Binh Tahi, Da Nang, Vietnam",NA,NA
"Cascubel River, Colombia",NA,NA
"New Shrewsbury, New Jersey",40.3385248,-74.0656645
"Hilo, Hawaii",19.6854458,-155.1003754
"Off Okisu, Japan",NA,NA
"Aleppo, Syria",36.19924,37.1637253
"Near Curitiba, Brazil",NA,NA
"Near Hourghada, UAR",NA,NA
"Near Mexico City, Mexico",NA,NA
"Youngstown, Ohio",41.1035786,-80.6520161
"Menado, Indonesia",-6.9103798,107.62088
"Tegucigalpa, Honduras",14.1058135,-87.2047053
"Mactan, Philippines",10.2882757,123.9723977
"Monrovia, Liberia",6.328034,-10.797788
"Near Marseille, Ohio",NA,NA
"Urbana, Ohio",40.1083912,-83.7524298
"Near Phan Rang, South Vietnam",NA,NA
"Near Klamath Falls, Oregon",NA,NA
"Mt Visenti, Italy",NA,NA
"Off East London, South Africa",NA,NA
"Kodiak, Alaska",57.7901661,-152.4067073
"Greenwood, Mississippi",33.5162315,-90.1795281
"New Orleans, Louisiana",29.9559145,-90.0730259
"Phelan, California",34.426298,-117.5725026
"Off Lima, Peru",-12.0663371,-76.9686047
"Lexington, Kentucky",38.0464066,-84.4970393
"Seoul, South Korea",37.5666791,126.9782914
"Tamanrasset, Algeria",24.3753438,4.3208436
"Near Mamuniyeh, Iran",NA,NA
"Near Nicosia, Cyprus",35.2247326,33.3241895
"Near Sogamosa, Colombia",NA,NA
"Malaybalay, Philippines",8.1550421,125.1305726
"Off Tsushima Island , Japan",NA,NA
"Flushing, New York",40.7654301,-73.8174291
"New Castle, Virginia",37.5001335,-80.1108872
"El Plumerillo, Chile",-32.8380866,-68.8079288
"Cape Dyer, Canada",66.666667,-61.366667
"Ottawa, Ontario, Canada",45.4208777,-75.6901106
"Mt. Canigou, near Roussillon, France",NA,NA
"Stockport, Cheshire, England",NA,NA
"Near Siagon, Vietnam",NA,NA
"Jedda, Saudi Arabia",21.5504432,39.1742363
"Dublin, Ireland",53.3493795,-6.2605593
"Near La Paz, Mexico",NA,NA
"Near Coari, Brazil",NA,NA
"Near Dien Bien Phu, Vietnam",NA,NA
"An Khe, South Vietnam",NA,NA
"Siagon, Vietnam",NA,NA
"Blossburg, Pennsylvania",41.6795186,-77.0638567
"Near Jacksonville, North Carolina",34.7814287,-77.3999152
"Khamis Mushait, Saudi Arabia",18.3,42.733333
"Kai Tak, Hong Kong",22.3301046,114.1989492
"Bacolod, Philippines",10.6762836,122.9513786
